track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
5ELRkzdzz0HvGpMDlfZHkV,0.518,0.575,5,-4.616,1,0.0302,0.0259,0,0.109,0.209,120.019,audio_features,spotify:track:5ELRkzdzz0HvGpMDlfZHkV,https://api.spotify.com/v1/tracks/5ELRkzdzz0HvGpMD...,https://api.spotify.com/v1/audio-analysis/5ELRkzdz...,340707,4
4WzhjxvLP95y7AMDy0Atwb,0.492,0.267,7,-9.25,1,0.0336,0.8,0,0.249,0.137,117.679,audio_features,spotify:track:4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMD...,https://api.spotify.com/v1/audio-analysis/4WzhjxvL...,227693,3
7DFNE7NO0raLIUbgzY2rzm,0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,audio_features,spotify:track:7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/tracks/7DFNE7NO0raLIUbg...,https://api.spotify.com/v1/audio-analysis/7DFNE7NO...,252867,4
6UjZ2Yx2g2a52XxiA8ONxZ,0.614,0.684,0,-5.79,1,0.157,0.247,0,0.0976,0.258,156.85,audio_features,spotify:track:6UjZ2Yx2g2a52XxiA8ONxZ,https://api.spotify.com/v1/tracks/6UjZ2Yx2g2a52Xxi...,https://api.spotify.com/v1/audio-analysis/6UjZ2Yx2...,245700,4
6UnCGAEmrbGIOSmGRZQ1M2,0.657,0.569,2,-6.287,1,0.0542,0.201,0.0000138,0.126,0.399,102.054,audio_features,spotify:track:6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/tracks/6UnCGAEmrbGIOSmG...,https://api.spotify.com/v1/audio-analysis/6UnCGAEm...,233880,4
7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5ai...,https://api.spotify.com/v1/audio-analysis/7LVHVU3t...,295533,4
79qxwHypONUt3AFq0WPpT9,0.581,0.197,3,-7.697,1,0.0329,0.88,0,0.107,0.349,130.367,audio_features,spotify:track:79qxwHypONUt3AFq0WPpT9,https://api.spotify.com/v1/tracks/79qxwHypONUt3AFq...,https://api.spotify.com/v1/audio-analysis/79qxwHyp...,214293,4
1HNywa8Bk0TmzRwQrzhtPo,0.556,0.528,4,-8.033,1,0.0266,0.615,0.0964,0.122,0.163,159.821,audio_features,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,https://api.spotify.com/v1/tracks/1HNywa8Bk0TmzRwQ...,https://api.spotify.com/v1/audio-analysis/1HNywa8B...,285480,4
1PsMieVYFXrSeXMxuE2SbG,0.653,0.644,7,-6.204,1,0.0572,0.784,0.000205,0.166,0.363,88.976,audio_features,spotify:track:1PsMieVYFXrSeXMxuE2SbG,https://api.spotify.com/v1/tracks/1PsMieVYFXrSeXMx...,https://api.spotify.com/v1/audio-analysis/1PsMieVY...,179300,4
6XcfKZvJio9Z0fQy11GnNX,0.666,0.728,7,-5.808,1,0.0419,0.00175,0.00000426,0.0429,0.51,122.996,audio_features,spotify:track:6XcfKZvJio9Z0fQy11GnNX,https://api.spotify.com/v1/tracks/6XcfKZvJio9Z0fQy...,https://api.spotify.com/v1/audio-analysis/6XcfKZvJ...,204878,4
6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,audio_features,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoC...,https://api.spotify.com/v1/audio-analysis/6NFyWDv5...,232253,4
09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0p...,https://api.spotify.com/v1/audio-analysis/09IStsIm...,184732,4
6IwKcFdiRQZOWeYNhUiWIv,0.644,0.548,1,-5.416,0,0.0286,0.0209,0.00000868,0.134,0.166,90.042,audio_features,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYN...,https://api.spotify.com/v1/audio-analysis/6IwKcFdi...,253813,4
2AaF78iCWISMWYog5RnSi5,0.508,0.729,11,-5.712,0,0.0443,0.0681,0,0.1,0.412,91.906,audio_features,spotify:track:2AaF78iCWISMWYog5RnSi5,https://api.spotify.com/v1/tracks/2AaF78iCWISMWYog...,https://api.spotify.com/v1/audio-analysis/2AaF78iC...,236880,4
3xRcQ04b0l5RiU2w7lJhCD,0.549,0.413,4,-5.587,1,0.0362,0.756,0,0.0939,0.29,139.981,audio_features,spotify:track:3xRcQ04b0l5RiU2w7lJhCD,https://api.spotify.com/v1/tracks/3xRcQ04b0l5RiU2w...,https://api.spotify.com/v1/audio-analysis/3xRcQ04b...,225920,4
1Omt5bfz1tZUCqd26HxbS0,0.58,0.687,6,-5.4,1,0.106,0.229,0,0.109,0.187,76.014,audio_features,spotify:track:1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/tracks/1Omt5bfz1tZUCqd2...,https://api.spotify.com/v1/audio-analysis/1Omt5bfz...,240600,4
6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQ...,https://api.spotify.com/v1/audio-analysis/6CcJMwBt...,291796,4
4llK75pXNWZz6KAho2Gp16,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,audio_features,spotify:track:4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAh...,https://api.spotify.com/v1/audio-analysis/4llK75pX...,259453,4
4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.285,135.109,audio_features,spotify:track:4kflIGfjdZJW4ot2ioixTB,https://api.spotify.com/v1/tracks/4kflIGfjdZJW4ot2...,https://api.spotify.com/v1/audio-analysis/4kflIGfj...,285040,4
0prNGof3XqfTvNDxHonvdK,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,audio_features,spotify:track:0prNGof3XqfTvNDxHonvdK,https://api.spotify.com/v1/tracks/0prNGof3XqfTvNDx...,https://api.spotify.com/v1/audio-analysis/0prNGof3...,230227,4
6700Z4Izi8EbB6JNthU6Ma,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,audio_features,spotify:track:6700Z4Izi8EbB6JNthU6Ma,https://api.spotify.com/v1/tracks/6700Z4Izi8EbB6JN...,https://api.spotify.com/v1/audio-analysis/6700Z4Iz...,205687,4
34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf...,https://api.spotify.com/v1/audio-analysis/34gCuhDG...,281560,4
7oAraczbemGSNWqnbkU87R,0.515,0.378,5,-8.264,1,0.065,0.618,0,0.172,0.536,91.883,audio_features,spotify:track:7oAraczbemGSNWqnbkU87R,https://api.spotify.com/v1/tracks/7oAraczbemGSNWqn...,https://api.spotify.com/v1/audio-analysis/7oAraczb...,201000,4
75JFxkI2RXiU7L9VXzMkle,0.56,0.442,5,-7.224,1,0.0243,0.727,0.0000171,0.11,0.212,146.448,audio_features,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9V...,https://api.spotify.com/v1/audio-analysis/75JFxkI2...,309600,4
42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016,audio_features,spotify:track:42fw0rxRO2xbesF6mJfd4Y,https://api.spotify.com/v1/tracks/42fw0rxRO2xbesF6...,https://api.spotify.com/v1/audio-analysis/42fw0rxR...,196747,4
78nplE9X2ZGvQh3TKgvldE,0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944,audio_features,spotify:track:78nplE9X2ZGvQh3TKgvldE,https://api.spotify.com/v1/tracks/78nplE9X2ZGvQh3T...,https://api.spotify.com/v1/audio-analysis/78nplE9X...,218293,4
24lMtPOCzP5g4hrg3NklLa,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,audio_features,spotify:track:24lMtPOCzP5g4hrg3NklLa,https://api.spotify.com/v1/tracks/24lMtPOCzP5g4hrg...,https://api.spotify.com/v1/audio-analysis/24lMtPOC...,220733,4
6Up545NUflOiXo8cEraH49,0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,audio_features,spotify:track:6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8c...,https://api.spotify.com/v1/audio-analysis/6Up545NU...,274693,4
0mykm0224toIdK7M0qHAYU,0.542,0.577,11,-6.356,1,0.0348,0.674,0,0.131,0.479,126.349,audio_features,spotify:track:0mykm0224toIdK7M0qHAYU,https://api.spotify.com/v1/tracks/0mykm0224toIdK7M...,https://api.spotify.com/v1/audio-analysis/0mykm022...,196373,4
3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082,audio_features,spotify:track:3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/tracks/3goSVuTt3fDYDP6k...,https://api.spotify.com/v1/audio-analysis/3goSVuTt...,229413,4
4qug3gWrzeTNm0GhOkugJV,0.795,0.378,4,-9.979,1,0.316,0.859,0,0.204,0.576,100.227,audio_features,spotify:track:4qug3gWrzeTNm0GhOkugJV,https://api.spotify.com/v1/tracks/4qug3gWrzeTNm0Gh...,https://api.spotify.com/v1/audio-analysis/4qug3gWr...,233747,4
0W4Kpfp1w2xkY3PrV714B7,0.685,0.466,0,-9.074,1,0.0304,0.794,0.00000206,0.0915,0.353,79.936,audio_features,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3Pr...,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1...,163133,4
5imShWWzwqfAJ9gXFpGAQh,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,audio_features,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gX...,https://api.spotify.com/v1/audio-analysis/5imShWWz...,201173,4
1N7YeVU0ZwAFbOhwM61ef6,0.578,0.694,5,-5.351,1,0.0706,0.0112,0,0.102,0.268,129.921,audio_features,spotify:track:1N7YeVU0ZwAFbOhwM61ef6,https://api.spotify.com/v1/tracks/1N7YeVU0ZwAFbOhw...,https://api.spotify.com/v1/audio-analysis/1N7YeVU0...,220850,4
7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1...,https://api.spotify.com/v1/audio-analysis/7iDa6hUg...,163870,4
2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,audio_features,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE9...,https://api.spotify.com/v1/audio-analysis/2iuZJX9X...,235493,4
4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.052,audio_features,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/tracks/4E6cwWJWZw2zWf7V...,https://api.spotify.com/v1/audio-analysis/4E6cwWJW...,258827,4
2ZQyksYO4zzhyHNcueL0CP,0.592,0.792,0,-5.884,1,0.0335,0.0215,0,0.159,0.293,121.001,audio_features,spotify:track:2ZQyksYO4zzhyHNcueL0CP,https://api.spotify.com/v1/tracks/2ZQyksYO4zzhyHNc...,https://api.spotify.com/v1/audio-analysis/2ZQyksYO...,209227,4
38YgZVHPWOWsKrsCXz6JyP,0.672,0.623,9,-5.699,1,0.0297,0.241,0,0.0848,0.617,92.018,audio_features,spotify:track:38YgZVHPWOWsKrsCXz6JyP,https://api.spotify.com/v1/tracks/38YgZVHPWOWsKrsC...,https://api.spotify.com/v1/audio-analysis/38YgZVHP...,215173,4
2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,0.167,0.00000134,0.133,0.542,96.038,audio_features,spotify:track:2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/tracks/2nGFzvICaeEWjIrB...,https://api.spotify.com/v1/audio-analysis/2nGFzvIC...,215360,4
4vl2zwXsTmAxgu9iY0g6UK,0.423,0.862,0,-5.13,0,0.0695,0.00791,0,0.133,0.462,154.746,audio_features,spotify:track:4vl2zwXsTmAxgu9iY0g6UK,https://api.spotify.com/v1/tracks/4vl2zwXsTmAxgu9i...,https://api.spotify.com/v1/audio-analysis/4vl2zwXs...,217760,4
6SKwQghsR8AISlxhcwyA9R,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926,audio_features,spotify:track:6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/tracks/6SKwQghsR8AISlxh...,https://api.spotify.com/v1/audio-analysis/6SKwQghs...,230120,4
3LGxef3inmn5jMLGDz9lqw,0.69,0.524,6,-8.39,0,0.103,0.0415,0.00000316,0.17,0.562,164.023,audio_features,spotify:track:3LGxef3inmn5jMLGDz9lqw,https://api.spotify.com/v1/tracks/3LGxef3inmn5jMLG...,https://api.spotify.com/v1/audio-analysis/3LGxef3i...,223080,4
5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,audio_features,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,https://api.spotify.com/v1/tracks/5Db9VIdDsN5yu3Eu...,https://api.spotify.com/v1/audio-analysis/5Db9VIdD...,172724,4
0Ult84lvFuqNvbyXwyRQ58,0.693,0.624,0,-7.482,0,0.0448,0.299,0.00000764,0.0955,0.369,105.002,audio_features,spotify:track:0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/tracks/0Ult84lvFuqNvbyX...,https://api.spotify.com/v1/audio-analysis/0Ult84lv...,205987,4
11bD1JtSjlIgKgZG2134DZ,0.563,0.592,9,-4.571,1,0.0276,0.209,0.0000508,0.132,0.136,104.016,audio_features,spotify:track:11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/tracks/11bD1JtSjlIgKgZG...,https://api.spotify.com/v1/audio-analysis/11bD1JtS...,267933,4
0KpfYajJVVGgQ32Dby7e9i,0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.768,97.03,audio_features,spotify:track:0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32D...,https://api.spotify.com/v1/audio-analysis/0KpfYajJ...,216667,4
1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013,audio_features,spotify:track:1D1nixOVWOxvNfWi0UD7VX,https://api.spotify.com/v1/tracks/1D1nixOVWOxvNfWi...,https://api.spotify.com/v1/audio-analysis/1D1nixOV...,259333,4
3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubw...,https://api.spotify.com/v1/audio-analysis/3U4isOIW...,269560,4
0UlguQTHxZSh4NKDMpQATl,0.476,0.255,6,-8.522,1,0.0338,0.792,0,0.114,0.12,145.67,audio_features,spotify:track:0UlguQTHxZSh4NKDMpQATl,https://api.spotify.com/v1/tracks/0UlguQTHxZSh4NKD...,https://api.spotify.com/v1/audio-analysis/0UlguQTH...,264657,4
27jdUE1EYDSXZqhjuNxLem,0.738,0.483,6,-8.915,0,0.0403,0.0262,0.616,0.106,0.355,93.458,audio_features,spotify:track:27jdUE1EYDSXZqhjuNxLem,https://api.spotify.com/v1/tracks/27jdUE1EYDSXZqhj...,https://api.spotify.com/v1/audio-analysis/27jdUE1E...,285014,4
5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIS...,https://api.spotify.com/v1/audio-analysis/5uCax9HT...,211467,4
1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.505,9,-7.621,1,0.253,0.535,0.00000255,0.104,0.419,91.97,audio_features,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0A...,https://api.spotify.com/v1/audio-analysis/1wjzFQod...,197437,4
2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,audio_features,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0...,https://api.spotify.com/v1/audio-analysis/2dLLR6ql...,190185,4
7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,audio_features,spotify:track:7soJgKhQTO8hLP2JPRkL5O,https://api.spotify.com/v1/tracks/7soJgKhQTO8hLP2J...,https://api.spotify.com/v1/audio-analysis/7soJgKhQ...,194453,4
4OsBjrJQbPSMAqdjLBaGOt,0.479,0.446,11,-7.291,1,0.0377,0.825,0.00000249,0.0926,0.118,130.63,audio_features,spotify:track:4OsBjrJQbPSMAqdjLBaGOt,https://api.spotify.com/v1/tracks/4OsBjrJQbPSMAqdj...,https://api.spotify.com/v1/audio-analysis/4OsBjrJQ...,200620,4
4VywXu6umkIQ2OS0m1I79y,0.868,0.347,5,-9.529,1,0.0536,0.308,0.00002,0.11,0.659,110.059,audio_features,spotify:track:4VywXu6umkIQ2OS0m1I79y,https://api.spotify.com/v1/tracks/4VywXu6umkIQ2OS0...,https://api.spotify.com/v1/audio-analysis/4VywXu6u...,207680,4
0IktbUcnAGrvD03AWnz3Q8,0.623,0.417,0,-8.699,1,0.0354,0.296,0,0.135,0.721,130.032,audio_features,spotify:track:0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/tracks/0IktbUcnAGrvD03A...,https://api.spotify.com/v1/audio-analysis/0IktbUcn...,191360,4
3tCwjWLicbjsMCvXhN0WOE,0.743,0.807,1,-3.78,1,0.0364,0.0435,0,0.309,0.899,144.062,audio_features,spotify:track:3tCwjWLicbjsMCvXhN0WOE,https://api.spotify.com/v1/tracks/3tCwjWLicbjsMCvX...,https://api.spotify.com/v1/audio-analysis/3tCwjWLi...,224773,4
1ip2IGDWMrUmlaepEbWlL8,0.258,0.659,5,-5.903,0,0.0596,0.253,0,0.111,0.272,189.558,audio_features,spotify:track:1ip2IGDWMrUmlaepEbWlL8,https://api.spotify.com/v1/tracks/1ip2IGDWMrUmlaep...,https://api.spotify.com/v1/audio-analysis/1ip2IGDW...,250267,4
7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,audio_features,spotify:track:7vu0JkJh0ldukEYbTVcqd0,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYb...,https://api.spotify.com/v1/audio-analysis/7vu0JkJh...,176320,4
13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,1,0.0288,0.818,0.0000165,0.107,0.246,147.464,audio_features,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2...,https://api.spotify.com/v1/audio-analysis/13HVjjWU...,260533,4
5hc71nKsUgtwQ3z52KEKQk,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z5...,https://api.spotify.com/v1/audio-analysis/5hc71nKs...,347520,4
2QTcJmSgeLRtG1c82ZYHQc,0.621,0.31,9,-10.164,0,0.0283,0.945,0.0000612,0.117,0.125,111.893,audio_features,spotify:track:2QTcJmSgeLRtG1c82ZYHQc,https://api.spotify.com/v1/tracks/2QTcJmSgeLRtG1c8...,https://api.spotify.com/v1/audio-analysis/2QTcJmSg...,240707,4
1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy...,https://api.spotify.com/v1/audio-analysis/1HNkqx9A...,258987,4
4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,-13.262,1,0.0317,0.771,0,0.702,0.436,172.638,audio_features,spotify:track:4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7x...,https://api.spotify.com/v1/audio-analysis/4LloVtxN...,263573,4
7q0aQpiLv5tIsupcgQ3Ny4,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.81,audio_features,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupc...,https://api.spotify.com/v1/audio-analysis/7q0aQpiL...,200733,4
7w5cxTEzp1rfV3KCy0Bd5N,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,audio_features,spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,https://api.spotify.com/v1/tracks/7w5cxTEzp1rfV3KC...,https://api.spotify.com/v1/audio-analysis/7w5cxTEz...,303200,4
6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrU...,https://api.spotify.com/v1/audio-analysis/6QgjcU0z...,163253,4
4sPmO7WMQUAf45kwMOtONw,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kw...,https://api.spotify.com/v1/audio-analysis/4sPmO7WM...,295493,4
7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,audio_features,spotify:track:7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1...,https://api.spotify.com/v1/audio-analysis/7wZUrN8o...,262467,4
38xWaVFKaxZlMFvzNff2aW,0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.529,94.023,audio_features,spotify:track:38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/tracks/38xWaVFKaxZlMFvz...,https://api.spotify.com/v1/audio-analysis/38xWaVFK...,261427,4
37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,audio_features,spotify:track:37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2...,https://api.spotify.com/v1/audio-analysis/37f4ITSl...,204013,4
18uwL0vNUanqZH0ro2QcOP,0.795,0.178,0,-11.991,1,0.0574,0.607,0,0.623,0.608,93.982,audio_features,spotify:track:18uwL0vNUanqZH0ro2QcOP,https://api.spotify.com/v1/tracks/18uwL0vNUanqZH0r...,https://api.spotify.com/v1/audio-analysis/18uwL0vN...,181613,4
314ZkcV7oLWG8yWE7LABvH,0.584,0.685,7,-7.811,1,0.425,0.0304,0,0.189,0.345,97.551,audio_features,spotify:track:314ZkcV7oLWG8yWE7LABvH,https://api.spotify.com/v1/tracks/314ZkcV7oLWG8yWE...,https://api.spotify.com/v1/audio-analysis/314ZkcV7...,226321,4
3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RL...,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt...,245426,4
1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7,-7.582,1,0.0919,0.492,0.0000158,0.118,0.453,68.534,audio_features,spotify:track:1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6m...,https://api.spotify.com/v1/audio-analysis/1dGr1c8C...,221307,4
4a6q8CR2hzLk2plDkSxkfD,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,audio_features,spotify:track:4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/tracks/4a6q8CR2hzLk2plD...,https://api.spotify.com/v1/audio-analysis/4a6q8CR2...,165714,4
4jAIqgrPjKLTY9Gbez25Qb,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gb...,https://api.spotify.com/v1/audio-analysis/4jAIqgrP...,172213,4
2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,audio_features,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE2...,https://api.spotify.com/v1/audio-analysis/2b8fOow8...,189486,4
2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,audio_features,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLK...,https://api.spotify.com/v1/audio-analysis/2qxmye6g...,169354,4
7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT...,https://api.spotify.com/v1/audio-analysis/7qEHsqek...,182161,4
5Uw7Dut2lZfexn3Y09swpf,0.605,0.664,8,-7.162,1,0.0316,0.00548,0.000003,0.204,0.164,103.997,audio_features,spotify:track:5Uw7Dut2lZfexn3Y09swpf,https://api.spotify.com/v1/tracks/5Uw7Dut2lZfexn3Y...,https://api.spotify.com/v1/audio-analysis/5Uw7Dut2...,176417,4
5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,audio_features,spotify:track:5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3...,https://api.spotify.com/v1/audio-analysis/5DqdesEf...,212607,4
