track_id,city,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1Z7Gx8nXq95O5crdMHXGj1,Tainan,0.703,0.321,10,-9.59,1,0.0294,0.711,0,0.103,0.397,95.983,audio_features,spotify:track:1Z7Gx8nXq95O5crdMHXGj1,https://api.spotify.com/v1/tracks/1Z7Gx8nXq95O5crd...,https://api.spotify.com/v1/audio-analysis/1Z7Gx8nX...,272453,4
7CCU9Z2q7StEgvvUS2Lhfx,Tainan,0.591,0.163,0,-14.789,1,0.0573,0.868,0,0.105,0.439,79.882,audio_features,spotify:track:7CCU9Z2q7StEgvvUS2Lhfx,https://api.spotify.com/v1/tracks/7CCU9Z2q7StEgvvU...,https://api.spotify.com/v1/audio-analysis/7CCU9Z2q...,208600,4
15N5ZqkqpxobqoFBYbObfk,Tainan,0.401,0.21,9,-14.984,1,0.0453,0.89,0.0000256,0.0784,0.24,172.785,audio_features,spotify:track:15N5ZqkqpxobqoFBYbObfk,https://api.spotify.com/v1/tracks/15N5ZqkqpxobqoFB...,https://api.spotify.com/v1/audio-analysis/15N5Zqkq...,247466,4
3kBwV0G0DGc9oXxIr0Sz4X,Tainan,0.347,0.181,2,-15.863,1,0.0572,0.79,0,0.288,0.103,70.813,audio_features,spotify:track:3kBwV0G0DGc9oXxIr0Sz4X,https://api.spotify.com/v1/tracks/3kBwV0G0DGc9oXxI...,https://api.spotify.com/v1/audio-analysis/3kBwV0G0...,262876,5
4tSqB3LmEa9n5ID9q5gjlw,Tainan,0.577,0.245,1,-11.737,1,0.0284,0.874,0.00119,0.109,0.308,103.817,audio_features,spotify:track:4tSqB3LmEa9n5ID9q5gjlw,https://api.spotify.com/v1/tracks/4tSqB3LmEa9n5ID9...,https://api.spotify.com/v1/audio-analysis/4tSqB3Lm...,305267,4
3uyG65JLl8GAi22TmjY0PU,Tainan,0.378,0.546,10,-7.29,0,0.0377,0.618,0,0.248,0.212,81.184,audio_features,spotify:track:3uyG65JLl8GAi22TmjY0PU,https://api.spotify.com/v1/tracks/3uyG65JLl8GAi22T...,https://api.spotify.com/v1/audio-analysis/3uyG65JL...,284524,4
1oceG5YKsH5q3fGBNnE8JW,Tainan,0.576,0.436,6,-7.799,1,0.0283,0.734,0.085,0.0957,0.244,125.874,audio_features,spotify:track:1oceG5YKsH5q3fGBNnE8JW,https://api.spotify.com/v1/tracks/1oceG5YKsH5q3fGB...,https://api.spotify.com/v1/audio-analysis/1oceG5YK...,263497,4
5zBYAnuatCc0ExS3yxwExy,Tainan,0.553,0.124,10,-15.541,1,0.0322,0.844,0.00000301,0.105,0.122,93.95,audio_features,spotify:track:5zBYAnuatCc0ExS3yxwExy,https://api.spotify.com/v1/tracks/5zBYAnuatCc0ExS3...,https://api.spotify.com/v1/audio-analysis/5zBYAnua...,266155,4
3sQrS6pvTAC3Z94Iowu43c,Tainan,0.635,0.266,5,-11.688,1,0.0352,0.89,0.000398,0.0753,0.18,122.713,audio_features,spotify:track:3sQrS6pvTAC3Z94Iowu43c,https://api.spotify.com/v1/tracks/3sQrS6pvTAC3Z94I...,https://api.spotify.com/v1/audio-analysis/3sQrS6pv...,255160,3
79cFuxUaOX6muz2UNL6Hxz,Tainan,0.728,0.298,3,-9.684,1,0.0382,0.907,0,0.115,0.279,127.91,audio_features,spotify:track:79cFuxUaOX6muz2UNL6Hxz,https://api.spotify.com/v1/tracks/79cFuxUaOX6muz2U...,https://api.spotify.com/v1/audio-analysis/79cFuxUa...,259632,4
1k9pJxEnSHMr1FSDkSVAlV,Tainan,0.385,0.172,10,-13.607,1,0.0338,0.857,0,0.262,0.366,109.513,audio_features,spotify:track:1k9pJxEnSHMr1FSDkSVAlV,https://api.spotify.com/v1/tracks/1k9pJxEnSHMr1FSD...,https://api.spotify.com/v1/audio-analysis/1k9pJxEn...,274400,4
4ftmQfBiImYLtJjVaaxLSP,Tainan,0.671,0.205,2,-12.142,1,0.0459,0.805,0,0.142,0.184,127.701,audio_features,spotify:track:4ftmQfBiImYLtJjVaaxLSP,https://api.spotify.com/v1/tracks/4ftmQfBiImYLtJjV...,https://api.spotify.com/v1/audio-analysis/4ftmQfBi...,203096,4
1TA4cIsUEgqMbu6K0RgtvE,Tainan,0.419,0.348,2,-8.869,1,0.0288,0.318,0,0.0999,0.2,84.959,audio_features,spotify:track:1TA4cIsUEgqMbu6K0RgtvE,https://api.spotify.com/v1/tracks/1TA4cIsUEgqMbu6K...,https://api.spotify.com/v1/audio-analysis/1TA4cIsU...,283423,4
7gnv4CT2840xsGeD9S4NA5,Tainan,0.539,0.628,7,-6.642,0,0.046,0.29,0.0000634,0.117,0.515,96.012,audio_features,spotify:track:7gnv4CT2840xsGeD9S4NA5,https://api.spotify.com/v1/tracks/7gnv4CT2840xsGeD...,https://api.spotify.com/v1/audio-analysis/7gnv4CT2...,217536,4
3deVK0IS8Gucbieknat9cY,Tainan,0.378,0.344,9,-8.724,1,0.0318,0.438,0,0.124,0.181,141.152,audio_features,spotify:track:3deVK0IS8Gucbieknat9cY,https://api.spotify.com/v1/tracks/3deVK0IS8Gucbiek...,https://api.spotify.com/v1/audio-analysis/3deVK0IS...,261563,3
6nGjVYsVa1XTCjSlYkv88h,Tainan,0.358,0.177,2,-11.832,1,0.0365,0.918,0.00000295,0.108,0.169,121.761,audio_features,spotify:track:6nGjVYsVa1XTCjSlYkv88h,https://api.spotify.com/v1/tracks/6nGjVYsVa1XTCjSl...,https://api.spotify.com/v1/audio-analysis/6nGjVYsV...,266160,4
6NZt60RcPzkXUZzzHzrIbz,Tainan,0.628,0.332,1,-10.516,1,0.038,0.621,0,0.107,0.298,120.146,audio_features,spotify:track:6NZt60RcPzkXUZzzHzrIbz,https://api.spotify.com/v1/tracks/6NZt60RcPzkXUZzz...,https://api.spotify.com/v1/audio-analysis/6NZt60Rc...,264500,4
62B73OiAcokQa8QL5kLrmC,Tainan,0.359,0.46,5,-4.919,1,0.0279,0.85,0,0.129,0.275,97.093,audio_features,spotify:track:62B73OiAcokQa8QL5kLrmC,https://api.spotify.com/v1/tracks/62B73OiAcokQa8QL...,https://api.spotify.com/v1/audio-analysis/62B73OiA...,290120,4
4tBwGhI1DKN5C6xzQw0knU,Tainan,0.555,0.14,1,-12.432,1,0.0291,0.867,0,0.112,0.33,71.973,audio_features,spotify:track:4tBwGhI1DKN5C6xzQw0knU,https://api.spotify.com/v1/tracks/4tBwGhI1DKN5C6xz...,https://api.spotify.com/v1/audio-analysis/4tBwGhI1...,202414,4
5HDFjTYfX0BfjzP8qDbm88,Tainan,0.595,0.495,2,-5.359,1,0.0272,0.541,0,0.136,0.25,129.915,audio_features,spotify:track:5HDFjTYfX0BfjzP8qDbm88,https://api.spotify.com/v1/tracks/5HDFjTYfX0BfjzP8...,https://api.spotify.com/v1/audio-analysis/5HDFjTYf...,304800,4
35r9fjJojfRUX3e25u0z4p,Tainan,0.276,0.53,8,-10.275,1,0.0688,0.485,0,0.107,0.203,74.581,audio_features,spotify:track:35r9fjJojfRUX3e25u0z4p,https://api.spotify.com/v1/tracks/35r9fjJojfRUX3e2...,https://api.spotify.com/v1/audio-analysis/35r9fjJo...,217299,4
06u5qect4eNNNPwxSxfvCT,Tainan,0.525,0.491,5,-5.903,1,0.0323,0.714,0,0.173,0.296,129.706,audio_features,spotify:track:06u5qect4eNNNPwxSxfvCT,https://api.spotify.com/v1/tracks/06u5qect4eNNNPwx...,https://api.spotify.com/v1/audio-analysis/06u5qect...,248213,4
7gCyfBBFW4YkZkpxZjoFJ5,Tainan,0.55,0.433,0,-8.641,1,0.0344,0.386,0,0.105,0.201,129.57,audio_features,spotify:track:7gCyfBBFW4YkZkpxZjoFJ5,https://api.spotify.com/v1/tracks/7gCyfBBFW4YkZkpx...,https://api.spotify.com/v1/audio-analysis/7gCyfBBF...,248308,4
7sZ32lhGk0rJ0oIO58RH0J,Tainan,0.547,0.352,2,-11.13,1,0.0395,0.813,0,0.361,0.27,135.872,audio_features,spotify:track:7sZ32lhGk0rJ0oIO58RH0J,https://api.spotify.com/v1/tracks/7sZ32lhGk0rJ0oIO...,https://api.spotify.com/v1/audio-analysis/7sZ32lhG...,204501,4
5dDUG6x3hOtxixGHgsY4Fa,Tainan,0.458,0.0673,1,-13.784,1,0.0377,0.955,0,0.12,0.248,99.036,audio_features,spotify:track:5dDUG6x3hOtxixGHgsY4Fa,https://api.spotify.com/v1/tracks/5dDUG6x3hOtxixGH...,https://api.spotify.com/v1/audio-analysis/5dDUG6x3...,270533,3
1HW571al9VdFXiDOSTyQu2,Tainan,0.589,0.691,1,-5.387,0,0.0411,0.679,0,0.151,0.343,119.94,audio_features,spotify:track:1HW571al9VdFXiDOSTyQu2,https://api.spotify.com/v1/tracks/1HW571al9VdFXiDO...,https://api.spotify.com/v1/audio-analysis/1HW571al...,221000,4
6SKfEDSBBtM9YlWH628ShN,Tainan,0.607,0.62,1,-5.649,1,0.0329,0.132,0,0.0613,0.344,140.053,audio_features,spotify:track:6SKfEDSBBtM9YlWH628ShN,https://api.spotify.com/v1/tracks/6SKfEDSBBtM9YlWH...,https://api.spotify.com/v1/audio-analysis/6SKfEDSB...,324160,4
12auvQh8Kj3ikocOBokQK4,Tainan,0.491,0.491,8,-6.436,1,0.0266,0.243,0,0.118,0.274,104.942,audio_features,spotify:track:12auvQh8Kj3ikocOBokQK4,https://api.spotify.com/v1/tracks/12auvQh8Kj3ikocO...,https://api.spotify.com/v1/audio-analysis/12auvQh8...,267960,4
0UhgArErnZsyrQXU5G9PWw,Tainan,0.475,0.493,0,-8.046,1,0.0345,0.385,0,0.163,0.387,133.342,audio_features,spotify:track:0UhgArErnZsyrQXU5G9PWw,https://api.spotify.com/v1/tracks/0UhgArErnZsyrQXU...,https://api.spotify.com/v1/audio-analysis/0UhgArEr...,256054,4
14jGhLMv21ornAzhG44zLS,Tainan,0.642,0.453,7,-4.255,1,0.0286,0.464,0,0.109,0.368,95.954,audio_features,spotify:track:14jGhLMv21ornAzhG44zLS,https://api.spotify.com/v1/tracks/14jGhLMv21ornAzh...,https://api.spotify.com/v1/audio-analysis/14jGhLMv...,207600,3
6QUF3sA5uK2KHFjzZS74q6,Tainan,0.55,0.491,1,-7.854,1,0.0376,0.273,0,0.14,0.333,134.086,audio_features,spotify:track:6QUF3sA5uK2KHFjzZS74q6,https://api.spotify.com/v1/tracks/6QUF3sA5uK2KHFjz...,https://api.spotify.com/v1/audio-analysis/6QUF3sA5...,252049,4
2r7HVvhReCxntnmF346YSA,Tainan,0.499,0.645,11,-6.048,0,0.0369,0.00404,0,0.126,0.273,133.044,audio_features,spotify:track:2r7HVvhReCxntnmF346YSA,https://api.spotify.com/v1/tracks/2r7HVvhReCxntnmF...,https://api.spotify.com/v1/audio-analysis/2r7HVvhR...,229546,4
6Irrf0coUiHq4S66dEXzq1,Tainan,0.735,0.713,9,-7.311,1,0.0511,0.57,0.0000269,0.0795,0.795,129.911,audio_features,spotify:track:6Irrf0coUiHq4S66dEXzq1,https://api.spotify.com/v1/tracks/6Irrf0coUiHq4S66...,https://api.spotify.com/v1/audio-analysis/6Irrf0co...,277533,4
4XkUapMzUhkjTjxEfloCSF,Tainan,0.428,0.905,9,-5.318,0,0.0474,0.00136,0.00001,0.154,0.0369,129.952,audio_features,spotify:track:4XkUapMzUhkjTjxEfloCSF,https://api.spotify.com/v1/tracks/4XkUapMzUhkjTjxE...,https://api.spotify.com/v1/audio-analysis/4XkUapMz...,244615,4
7pRU5CmUv2xCeck50kYDIK,Tainan,0.488,0.526,6,-7.927,1,0.0282,0.197,0,0.0784,0.216,130.081,audio_features,spotify:track:7pRU5CmUv2xCeck50kYDIK,https://api.spotify.com/v1/tracks/7pRU5CmUv2xCeck5...,https://api.spotify.com/v1/audio-analysis/7pRU5CmU...,326485,4
6khVCF2RJhYSTnjNY09sg9,Tainan,0.476,0.32,11,-8.501,1,0.0333,0.887,0,0.126,0.416,119.325,audio_features,spotify:track:6khVCF2RJhYSTnjNY09sg9,https://api.spotify.com/v1/tracks/6khVCF2RJhYSTnjN...,https://api.spotify.com/v1/audio-analysis/6khVCF2R...,276000,4
7BLdqgUj3heLajYaYlJJ2E,Tainan,0.417,0.196,10,-11.557,1,0.0322,0.906,0,0.113,0.423,177.742,audio_features,spotify:track:7BLdqgUj3heLajYaYlJJ2E,https://api.spotify.com/v1/tracks/7BLdqgUj3heLajYa...,https://api.spotify.com/v1/audio-analysis/7BLdqgUj...,275504,5
2fwGDaYR3ffXgNqUvduoHA,Tainan,0.486,0.53,2,-6.552,1,0.0348,0.843,0,0.157,0.268,119.86,audio_features,spotify:track:2fwGDaYR3ffXgNqUvduoHA,https://api.spotify.com/v1/tracks/2fwGDaYR3ffXgNqU...,https://api.spotify.com/v1/audio-analysis/2fwGDaYR...,203874,4
2SKuFQppLc6BqzHio39X6M,Tainan,0.58,0.522,3,-6.005,1,0.0264,0.122,0,0.103,0.169,124.097,audio_features,spotify:track:2SKuFQppLc6BqzHio39X6M,https://api.spotify.com/v1/tracks/2SKuFQppLc6BqzHi...,https://api.spotify.com/v1/audio-analysis/2SKuFQpp...,287733,4
6p7q5X6caMxNGS6vFgJw6K,Tainan,0.389,0.827,5,-6.858,1,0.0593,0.00964,0,0.911,0.314,137.582,audio_features,spotify:track:6p7q5X6caMxNGS6vFgJw6K,https://api.spotify.com/v1/tracks/6p7q5X6caMxNGS6v...,https://api.spotify.com/v1/audio-analysis/6p7q5X6c...,159733,4
5JRphzd4dGTxymnLTxH1t6,Tainan,0.418,0.333,1,-10.043,1,0.0336,0.535,0.0000155,0.103,0.218,87.788,audio_features,spotify:track:5JRphzd4dGTxymnLTxH1t6,https://api.spotify.com/v1/tracks/5JRphzd4dGTxymnL...,https://api.spotify.com/v1/audio-analysis/5JRphzd4...,254354,4
7vlt4MU8KNLg60aSKe50jT,Tainan,0.588,0.425,0,-6.078,1,0.0282,0.548,0,0.125,0.195,112.105,audio_features,spotify:track:7vlt4MU8KNLg60aSKe50jT,https://api.spotify.com/v1/tracks/7vlt4MU8KNLg60aS...,https://api.spotify.com/v1/audio-analysis/7vlt4MU8...,234733,4
3daM96vHwMSmV4iwbibDtg,Tainan,0.739,0.219,4,-12.063,0,0.187,0.832,0.00000227,0.113,0.389,90.968,audio_features,spotify:track:3daM96vHwMSmV4iwbibDtg,https://api.spotify.com/v1/tracks/3daM96vHwMSmV4iw...,https://api.spotify.com/v1/audio-analysis/3daM96vH...,168242,4
6z3YOQOy0xG0qpuGeVh4G5,Tainan,0.475,0.602,5,-5.556,1,0.0279,0.229,0,0.348,0.161,77.925,audio_features,spotify:track:6z3YOQOy0xG0qpuGeVh4G5,https://api.spotify.com/v1/tracks/6z3YOQOy0xG0qpuG...,https://api.spotify.com/v1/audio-analysis/6z3YOQOy...,277450,4
6AwzoWrIeThRDhzSC2jEe5,Tainan,0.662,0.484,5,-6.463,1,0.0261,0.77,0,0.0863,0.167,108.068,audio_features,spotify:track:6AwzoWrIeThRDhzSC2jEe5,https://api.spotify.com/v1/tracks/6AwzoWrIeThRDhzS...,https://api.spotify.com/v1/audio-analysis/6AwzoWrI...,273109,4
0vV8kfIKLNgbN05TLgntGX,Tainan,0.611,0.9,2,-3.75,1,0.0427,0.00615,0,0.125,0.632,124.979,audio_features,spotify:track:0vV8kfIKLNgbN05TLgntGX,https://api.spotify.com/v1/tracks/0vV8kfIKLNgbN05T...,https://api.spotify.com/v1/audio-analysis/0vV8kfIK...,214580,4
6wurOP6SIS4d0o2JmUo6Au,Tainan,0.533,0.442,8,-7.83,1,0.0327,0.463,0,0.115,0.218,131.815,audio_features,spotify:track:6wurOP6SIS4d0o2JmUo6Au,https://api.spotify.com/v1/tracks/6wurOP6SIS4d0o2J...,https://api.spotify.com/v1/audio-analysis/6wurOP6S...,277631,4
44jCw5OmDX4p6kicp76da3,Tainan,0.624,0.705,7,-3.577,1,0.0294,0.239,0,0.147,0.135,131.961,audio_features,spotify:track:44jCw5OmDX4p6kicp76da3,https://api.spotify.com/v1/tracks/44jCw5OmDX4p6kic...,https://api.spotify.com/v1/audio-analysis/44jCw5Om...,321120,4
0f2IdnRd7DfEy1rAvlNYek,Tainan,0.51,0.376,3,-8.858,1,0.0309,0.832,0.0000201,0.129,0.369,145.894,audio_features,spotify:track:0f2IdnRd7DfEy1rAvlNYek,https://api.spotify.com/v1/tracks/0f2IdnRd7DfEy1rA...,https://api.spotify.com/v1/audio-analysis/0f2IdnRd...,197573,3
6APLJfoA2U7w4U06obpqpF,Tainan,0.601,0.647,3,-6.679,1,0.0354,0.538,0,0.0768,0.382,77.983,audio_features,spotify:track:6APLJfoA2U7w4U06obpqpF,https://api.spotify.com/v1/tracks/6APLJfoA2U7w4U06...,https://api.spotify.com/v1/audio-analysis/6APLJfoA...,205901,4
4hdatE7OCSjm1BZaoe2OiK,Tainan,0.643,0.433,9,-9.086,1,0.0269,0.389,0,0.244,0.296,98.048,audio_features,spotify:track:4hdatE7OCSjm1BZaoe2OiK,https://api.spotify.com/v1/tracks/4hdatE7OCSjm1BZa...,https://api.spotify.com/v1/audio-analysis/4hdatE7O...,306627,4
7sfOxZw6JBLQ1dUMrupPPO,Tainan,0.463,0.369,9,-5.55,1,0.0329,0.889,0,0.158,0.371,119.182,audio_features,spotify:track:7sfOxZw6JBLQ1dUMrupPPO,https://api.spotify.com/v1/tracks/7sfOxZw6JBLQ1dUM...,https://api.spotify.com/v1/audio-analysis/7sfOxZw6...,224340,4
3KzPB3U9LGnaVq6g1sP5Ds,Tainan,0.481,0.384,10,-9.229,1,0.028,0.833,0.000192,0.105,0.213,137.961,audio_features,spotify:track:3KzPB3U9LGnaVq6g1sP5Ds,https://api.spotify.com/v1/tracks/3KzPB3U9LGnaVq6g...,https://api.spotify.com/v1/audio-analysis/3KzPB3U9...,189130,4
1drkbspB7y7tUbY3aAQhiV,Tainan,0.592,0.548,6,-8.238,1,0.0244,0.335,0,0.111,0.423,89.963,audio_features,spotify:track:1drkbspB7y7tUbY3aAQhiV,https://api.spotify.com/v1/tracks/1drkbspB7y7tUbY3...,https://api.spotify.com/v1/audio-analysis/1drkbspB...,284173,4
1FrYJvUl5chqkVs5ue8Ff9,Tainan,0.525,0.444,8,-6.909,1,0.0309,0.697,0.00000317,0.106,0.209,136.006,audio_features,spotify:track:1FrYJvUl5chqkVs5ue8Ff9,https://api.spotify.com/v1/tracks/1FrYJvUl5chqkVs5...,https://api.spotify.com/v1/audio-analysis/1FrYJvUl...,264373,4
4112T3lOi4mSSzOIi5BDwZ,Tainan,0.569,0.533,4,-7.122,1,0.0294,0.327,0.000671,0.32,0.327,129.929,audio_features,spotify:track:4112T3lOi4mSSzOIi5BDwZ,https://api.spotify.com/v1/tracks/4112T3lOi4mSSzOI...,https://api.spotify.com/v1/audio-analysis/4112T3lO...,287933,4
21rtnUfUA531PsCZHo9AUl,Tainan,0.745,0.872,9,-6.654,0,0.0429,0.0221,0.000613,0.106,0.626,110.011,audio_features,spotify:track:21rtnUfUA531PsCZHo9AUl,https://api.spotify.com/v1/tracks/21rtnUfUA531PsCZ...,https://api.spotify.com/v1/audio-analysis/21rtnUfU...,295652,4
47evFVOowy67KpHVWWomRT,Tainan,0.465,0.264,5,-8.744,1,0.0562,0.882,0,0.102,0.503,176.188,audio_features,spotify:track:47evFVOowy67KpHVWWomRT,https://api.spotify.com/v1/tracks/47evFVOowy67KpHV...,https://api.spotify.com/v1/audio-analysis/47evFVOo...,257889,4
3TT0pymWey4hb3Tba5tYhA,Tainan,0.511,0.981,6,-2.977,0,0.0843,0.00078,0.00000191,0.107,0.271,123.037,audio_features,spotify:track:3TT0pymWey4hb3Tba5tYhA,https://api.spotify.com/v1/tracks/3TT0pymWey4hb3Tb...,https://api.spotify.com/v1/audio-analysis/3TT0pymW...,309268,4
1uEA1FDibh2lEEzeyWVzTY,Tainan,0.358,0.421,11,-9.172,1,0.0313,0.556,0.00000106,0.253,0.205,117.927,audio_features,spotify:track:1uEA1FDibh2lEEzeyWVzTY,https://api.spotify.com/v1/tracks/1uEA1FDibh2lEEze...,https://api.spotify.com/v1/audio-analysis/1uEA1FDi...,272000,4
0J5xJhetI1D9lsIC4xeGci,Tainan,0.467,0.454,0,-7.575,1,0.0286,0.72,0,0.108,0.347,117.62,audio_features,spotify:track:0J5xJhetI1D9lsIC4xeGci,https://api.spotify.com/v1/tracks/0J5xJhetI1D9lsIC...,https://api.spotify.com/v1/audio-analysis/0J5xJhet...,258001,4
2jW4YbL3GWC71s8l3c8s23,Tainan,0.723,0.397,7,-9.352,0,0.0576,0.42,0.0241,0.111,0.295,59.998,audio_features,spotify:track:2jW4YbL3GWC71s8l3c8s23,https://api.spotify.com/v1/tracks/2jW4YbL3GWC71s8l...,https://api.spotify.com/v1/audio-analysis/2jW4YbL3...,375053,4
5vhoNZQyHMvYRJutJuaRhT,Tainan,0.75,0.716,10,-6.093,0,0.141,0.0419,0,0.675,0.743,159.905,audio_features,spotify:track:5vhoNZQyHMvYRJutJuaRhT,https://api.spotify.com/v1/tracks/5vhoNZQyHMvYRJut...,https://api.spotify.com/v1/audio-analysis/5vhoNZQy...,275272,4
6Ds6xHgizyAGr0OoQPbgKk,Tainan,0.554,0.764,11,-8.15,1,0.0272,0.0247,0.0556,0.721,0.423,92.012,audio_features,spotify:track:6Ds6xHgizyAGr0OoQPbgKk,https://api.spotify.com/v1/tracks/6Ds6xHgizyAGr0Oo...,https://api.spotify.com/v1/audio-analysis/6Ds6xHgi...,272753,4
6DO1mEXz4RTqCHBniWBUxb,Tainan,0.705,0.721,2,-7.507,0,0.44,0.265,0.000141,0.073,0.511,178.084,audio_features,spotify:track:6DO1mEXz4RTqCHBniWBUxb,https://api.spotify.com/v1/tracks/6DO1mEXz4RTqCHBn...,https://api.spotify.com/v1/audio-analysis/6DO1mEXz...,307416,4
1GrAVY3TtTfZpzUQVqMdgG,Tainan,0.582,0.496,9,-10.248,1,0.0413,0.117,0.000173,0.0771,0.171,138.069,audio_features,spotify:track:1GrAVY3TtTfZpzUQVqMdgG,https://api.spotify.com/v1/tracks/1GrAVY3TtTfZpzUQ...,https://api.spotify.com/v1/audio-analysis/1GrAVY3T...,271835,4
74XGzxIDA5jDL5WUFfKBz5,Tainan,0.486,0.534,4,-6.668,1,0.0352,0.573,0,0.122,0.132,129.634,audio_features,spotify:track:74XGzxIDA5jDL5WUFfKBz5,https://api.spotify.com/v1/tracks/74XGzxIDA5jDL5WU...,https://api.spotify.com/v1/audio-analysis/74XGzxID...,233813,4
6KDJ0s7qqnyp7RdXshJG7f,Tainan,0.62,0.388,3,-12.678,1,0.0307,0.855,0.00139,0.12,0.595,93.948,audio_features,spotify:track:6KDJ0s7qqnyp7RdXshJG7f,https://api.spotify.com/v1/tracks/6KDJ0s7qqnyp7RdX...,https://api.spotify.com/v1/audio-analysis/6KDJ0s7q...,224009,4
6tNpoCrcGF3QJBzzSw5jPn,Tainan,0.594,0.428,4,-8.346,0,0.0284,0.548,0.0000798,0.336,0.316,135.907,audio_features,spotify:track:6tNpoCrcGF3QJBzzSw5jPn,https://api.spotify.com/v1/tracks/6tNpoCrcGF3QJBzz...,https://api.spotify.com/v1/audio-analysis/6tNpoCrc...,253867,4
44QUdMWKzPIPHU2Adz27Mp,Tainan,0.698,0.512,10,-9.674,0,0.0611,0.28,0.0721,0.0812,0.314,125.053,audio_features,spotify:track:44QUdMWKzPIPHU2Adz27Mp,https://api.spotify.com/v1/tracks/44QUdMWKzPIPHU2A...,https://api.spotify.com/v1/audio-analysis/44QUdMWK...,195000,4
3zo404zMMPC2sonUytadKS,Tainan,0.53,0.521,1,-5.992,1,0.0268,0.596,0.00000386,0.0925,0.229,141.711,audio_features,spotify:track:3zo404zMMPC2sonUytadKS,https://api.spotify.com/v1/tracks/3zo404zMMPC2sonU...,https://api.spotify.com/v1/audio-analysis/3zo404zM...,296227,4
0uG0HoM116IW7aEPHGaXoK,Tainan,0.513,0.922,11,-2.713,1,0.0607,0.000139,0.00000326,0.135,0.571,139.928,audio_features,spotify:track:0uG0HoM116IW7aEPHGaXoK,https://api.spotify.com/v1/tracks/0uG0HoM116IW7aEP...,https://api.spotify.com/v1/audio-analysis/0uG0HoM1...,249813,4
0D7sgJy6WGD4MrDWhSo2eV,Tainan,0.513,0.188,11,-12.969,1,0.0373,0.955,0.00000298,0.0887,0.278,67.339,audio_features,spotify:track:0D7sgJy6WGD4MrDWhSo2eV,https://api.spotify.com/v1/tracks/0D7sgJy6WGD4MrDW...,https://api.spotify.com/v1/audio-analysis/0D7sgJy6...,228747,4
0N2ahGE9k6jSM740DwVmDb,Tainan,0.67,0.983,11,-5.362,1,0.0825,0.00404,0.0000396,0.0216,0.563,99.967,audio_features,spotify:track:0N2ahGE9k6jSM740DwVmDb,https://api.spotify.com/v1/tracks/0N2ahGE9k6jSM740...,https://api.spotify.com/v1/audio-analysis/0N2ahGE9...,245333,4
6xND6dCra3zfE46LH3UQVl,Tainan,0.504,0.198,5,-11.537,1,0.0376,0.921,0,0.101,0.349,135.489,audio_features,spotify:track:6xND6dCra3zfE46LH3UQVl,https://api.spotify.com/v1/tracks/6xND6dCra3zfE46L...,https://api.spotify.com/v1/audio-analysis/6xND6dCr...,239531,4
65ycBo1J7lsIUjTMhGoAA5,Tainan,0.382,0.329,0,-11.761,1,0.052,0.616,0.0000014,0.0861,0.183,167.854,audio_features,spotify:track:65ycBo1J7lsIUjTMhGoAA5,https://api.spotify.com/v1/tracks/65ycBo1J7lsIUjTM...,https://api.spotify.com/v1/audio-analysis/65ycBo1J...,282486,4
2VLeMvHpsthplIUfRjqiOR,Tainan,0.524,0.613,3,-5.269,1,0.0298,0.416,0,0.0908,0.192,130.024,audio_features,spotify:track:2VLeMvHpsthplIUfRjqiOR,https://api.spotify.com/v1/tracks/2VLeMvHpsthplIUf...,https://api.spotify.com/v1/audio-analysis/2VLeMvHp...,333640,4
30QQ26PDR0uFTV2Q0bv03G,Tainan,0.461,0.177,4,-12.317,0,0.0323,0.875,0.0000065,0.112,0.404,147.862,audio_features,spotify:track:30QQ26PDR0uFTV2Q0bv03G,https://api.spotify.com/v1/tracks/30QQ26PDR0uFTV2Q...,https://api.spotify.com/v1/audio-analysis/30QQ26PD...,110456,4
5pMCldn9otGtgtl0jBd3FK,Tokyo,0.804,0.642,5,-7.111,0,0.129,0.0111,0,0.0998,0.428,103.049,audio_features,spotify:track:5pMCldn9otGtgtl0jBd3FK,https://api.spotify.com/v1/tracks/5pMCldn9otGtgtl0...,https://api.spotify.com/v1/audio-analysis/5pMCldn9...,221505,4
0ChKVQ1wLJMdTVb03kljzb,Tokyo,0.709,0.715,0,-5.251,1,0.0575,0.00175,0,0.304,0.657,102.97,audio_features,spotify:track:0ChKVQ1wLJMdTVb03kljzb,https://api.spotify.com/v1/tracks/0ChKVQ1wLJMdTVb0...,https://api.spotify.com/v1/audio-analysis/0ChKVQ1w...,230018,4
0aiUHOtBflWWO6lEyWU90K,Tokyo,0.575,0.711,7,-4.672,1,0.0447,0.298,0,0.0457,0.487,81.006,audio_features,spotify:track:0aiUHOtBflWWO6lEyWU90K,https://api.spotify.com/v1/tracks/0aiUHOtBflWWO6lE...,https://api.spotify.com/v1/audio-analysis/0aiUHOtB...,383880,4
2uuufW27CjBe2AhI3p9S89,Tokyo,0.568,0.662,1,-6.197,1,0.0325,0.607,0,0.163,0.667,76.984,audio_features,spotify:track:2uuufW27CjBe2AhI3p9S89,https://api.spotify.com/v1/tracks/2uuufW27CjBe2AhI...,https://api.spotify.com/v1/audio-analysis/2uuufW27...,285667,4
